ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-4416,2-[(prop-2-en-1-yloxy)methyl]oxirane,"InChI=1S/C6H10O2/c1-2-3-7-4-6-5-8-6/h2,6H,1,3-5H2",LSWYGACWGAICNM-UHFFFAOYSA-N,C=CCOCC1CO1,0.049756882,0.019459033,2,G3,114.14399999999999,0.5878,30.755999999999986,8.0,2.0,0.0,2.0,4.0,46.0,0.0,1.0,1.0,1.0,21.759999999999998,49.095617873112865,1.8035938009545527,76.59772060569361
A-4423,"ethyl (2-methyl-1,3-dioxolan-2-yl)acetate","InChI=1S/C8H14O4/c1-3-10-7(9)6-8(2)11-4-5-12-8/h3-6H2,1-2H3",XWEOGMYZFCHQNT-UHFFFAOYSA-N,CCOC(=O)CC1(C)OCCO1,-0.1448235929,0.0,1,G1,174.19599999999997,0.7026000000000001,41.55900000000002,12.0,4.0,0.0,4.0,3.0,70.0,0.0,1.0,1.0,1.0,44.760000000000005,71.79017246364097,2.329307604435857,160.44079551951015
A-4424,"3,3'-[azoxybis[(2-methoxy-p-phenylene)azo]]bis[4,5-dihydroxynaphthalene-2,7-disulphonic] acid, lithium sodium salt","InChI=1S/C34H26N6O19S4.2Li.2Na/c1-58-25-11-17(3-5-21(25)35-37-31-27(62(52,53)54)9-15-7-19(60(46,47)48)13-23(41)29(15)33(31)43)39-40(45)18-4-6-22(26(12-18)59-2)36-38-32-28(63(55,56)57)10-16-8-20(61(49,50)51)14-24(42)30(16)34(32)44;;;;/h3-14,36,41-42,45H,1-2H3,(H,46,47,48)(H,49,50,51)(H,52,53,54)(H,55,56,57);;;;/q;4*+1/p-4/b35-21-,37-31-,38-32+,39-17+;;;;",OJJZXLAZFFTFNT-AZMQIZTHSA-J,[Li+].[Li+].[Na+].[Na+].COc1cc(ccc1N\N=C/2C(=O)c3c(O)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)N(O)\N=C\4C=CC(=N\N=C\5C(=O)c6c(O)cc(cc6C=C5[S]([O-])(=O)=O)[S]([O-])(=O)=O)\C(=C4)OC,-0.9094796776999999,0.0,1,G1,1006.7030000000001,-11.287600000000028,211.0035999999999,67.0,25.0,4.0,33.0,11.0,330.0,3.0,0.0,3.0,6.0,406.8,447.2335023832214,3.853328160075204e-06,3320.0655041633395
A-4426,potassium vanadium trioxide,InChI=1S/K.3O.V/q+1;;;-1;,BQFYGYJPBUKISI-UHFFFAOYSA-N,[K+].[O-][V](=O)=O,-0.046573826900000004,0.0,1,G1,138.037,-4.425100000000001,1.373,5.0,3.0,0.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,57.199999999999996,76.53765720086382,0.0,55.2933148700206
A-4427,lanthanum trinitrate,InChI=1S/La,FZLIPJUXYLNCLC-UHFFFAOYSA-N,[La],0.9471841061,0.0,1,G1,138.906,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,35.47218132420978,0.0,0.0
A-4428,"dilithium(1+) ion sodium hydrogen 4-amino-6-(2-{5-[(5-chloro-2,6-difluoropyrimidin-4-yl)amino]-2-sulfonatophenyl}diazen-1-yl)-5-hydroxy-3-(2-{4-[2-(sulfonatooxy)ethanesulfonyl]phenyl}diazen-1-yl)naphthalene-2,7-disulfonate","InChI=1S/C28H21ClF2N8O16S5.2Li.2Na/c29-21-26(30)34-28(31)35-27(21)33-14-3-6-17(57(43,44)45)16(11-14)37-39-24-19(59(49,50)51)10-12-9-18(58(46,47)48)23(22(32)20(12)25(24)40)38-36-13-1-4-15(5-2-13)56(41,42)8-7-55-60(52,53)54;;;;/h1-6,9-11,37H,7-8,32H2,(H,33,34,35)(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54);;;;/q;4*+1/p-4/b38-36?,39-24+;;;;",OBOXNUGISJYBKV-ZKLNYUHUSA-J,[Li+].[Li+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C(\C(=N/Nc4cc(Nc5nc(F)nc(F)c5Cl)ccc4[S]([O-])(=O)=O)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.9138010179,0.0,1,G1,1015.1300000000003,-10.225400000000018,194.84589999999994,64.0,24.0,3.0,36.0,14.0,320.0,4.0,0.0,1.0,5.0,402.17999999999995,433.9683325726417,5.119994172256997e-06,3178.163656828082
A-4429,"5-[[4-chloro-6-[(3-sulphophenyl)amino]-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[[4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]naphthalene-2,7-disulphonic acid, sodium salt","InChI=1S/C27H22ClN7O16S5.4Na/c28-25-31-26(29-16-2-1-3-18(12-16)53(39,40)41)33-27(32-25)30-20-13-19(54(42,43)44)10-14-11-21(55(45,46)47)23(24(36)22(14)20)35-34-15-4-6-17(7-5-15)52(37,38)9-8-51-56(48,49)50;;;;/h1-7,10-13,34H,8-9H2,(H,39,40,41)(H,42,43,44)(H,45,46,47)(H,48,49,50)(H2,29,30,31,32,33);;;;/q;4*+1/p-4/b35-23+;;;;",FBVKADSDGSVOTJ-SADQMHESSA-J,[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1ccc(N\N=C/2C(=O)c3c(Nc4nc(Cl)nc(Nc5cccc(c5)[S]([O-])(=O)=O)n4)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc1,-0.903187957,0.0,1,G1,984.2220000000002,-11.362600000000022,187.41919999999982,60.0,23.0,3.0,33.0,14.0,298.0,4.0,0.0,1.0,5.0,376.35999999999996,434.851771583401,4.499995337739476e-06,2929.152572117457
A-4430,"1,4-dimethyl butanedioate","InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",MUXOBHXGJLMRAB-UHFFFAOYSA-N,COC(=O)CCC(=O)OC,-0.0752231636,0.33521451460442764,3,G5,146.142,0.11259999999999981,33.26599999999999,10.0,4.0,0.0,4.0,3.0,58.0,0.0,0.0,0.0,0.0,52.60000000000001,59.114096258913875,3.352921516464098,113.70950594454669
A-4433,"1,2-bis(oxiran-2-ylmethyl) cyclohex-4-ene-1,2-dicarboxylate","InChI=1S/C14H18O6/c15-13(19-7-9-5-17-9)11-3-1-2-4-12(11)14(16)20-8-10-6-18-10/h1-2,9-12H,3-8H2",KTPIWUHKYIJBCR-UHFFFAOYSA-N,O=C(OCC1CO1)C2CC=CCC2C(=O)OCC3CO3,-1.3401088604,0.0,1,G1,282.29200000000003,0.4528000000000001,66.75200000000004,20.0,6.0,0.0,6.0,6.0,110.0,0.0,2.0,3.0,3.0,77.66,116.55362714032856,1.5223348742253842,371.8871910558692
A-4434,calcium bis((2Z)-4-oxopent-2-en-2-olate),"InChI=1S/2C5H7O2.Ca/c2*1-4(6)3-5(2)7;/h2*3H,1-2H3;/q2*-1;+2",XVYOQBDTLDXFQL-UHFFFAOYSA-N,[Ca++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,-1.2665270421,0.0,1,G1,238.29599999999996,0.3565800000000001,57.078000000000024,15.0,4.0,0.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,68.28,119.79141760632751,-1.7999999750625003e-07,195.80694332859096
A-4435,disodium 6-amino-5-[(E)-2-[4-(2-bromoprop-2-enamido)-2-sulfonatophenyl]diazen-1-yl]-4-hydroxynaphthalene-2-sulfonate,"InChI=1S/C19H15BrN4O8S2.2Na/c1-9(20)19(26)22-11-3-5-14(16(7-11)34(30,31)32)23-24-18-13(21)4-2-10-6-12(33(27,28)29)8-15(25)17(10)18;;/h2-8,21,23-24H,1H2,(H,22,26)(H,27,28,29)(H,30,31,32);;/q;2*+1/p-2",LRXBCDZWNALTBO-UHFFFAOYSA-L,[Na+].[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccc(NC(=O)C(Br)=C)cc3[S]([O-])(=O)=O)C(=N)C=CC2=C1,-1.6785332004,0.0,1,G1,615.3510000000001,-4.855829999999994,122.62320000000003,36.0,11.0,4.0,17.0,7.0,178.0,1.0,0.0,2.0,3.0,208.48,258.2957097802311,3.2399972447274277e-06,1513.2937838759897
A-4436,"3,4-dihydroxybenzonitrile","InChI=1S/C7H5NO2/c8-4-5-1-2-6(9)7(10)3-5/h1-3,9-10H",NUWHYWYSMAPBHK-UHFFFAOYSA-N,Oc1ccc(cc1O)C#N,-1.0235160951,0.021004571500000013,2,G3,135.12199999999999,0.9694799999999999,34.48660000000001,10.0,3.0,2.0,3.0,0.0,50.0,1.0,0.0,0.0,1.0,64.25,57.777392419754314,3.2001177806223087,288.1478479159225
A-4437,2-[2-(2-{2-[(2-methylprop-2-enoyl)oxy]ethoxy}ethoxy)ethoxy]ethyl 2-methylprop-2-enoate,"InChI=1S/C16H26O7/c1-13(2)15(17)22-11-9-20-7-5-19-6-8-21-10-12-23-16(18)14(3)4/h1,3,5-12H2,2,4H3",LTHJXDSHSVNJKG-UHFFFAOYSA-N,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C,-1.4186392601,0.0,1,G1,330.37700000000007,1.2748,84.00300000000004,23.0,7.0,0.0,7.0,14.0,132.0,0.0,0.0,0.0,0.0,80.29000000000002,136.72494702703213,3.1925747986300785,353.8899895914504
A-4438,4-aminobenzenesulfonic acid,"InChI=1S/C6H7NO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H,8,9,10)",HVBSAKJJOYLTQU-UHFFFAOYSA-N,Nc1ccc(cc1)[S](O)(=O)=O,-1.1412730253,0.03616080490864363,3,G5,173.19299999999998,0.5155000000000001,40.669000000000004,11.0,3.0,2.0,5.0,1.0,60.0,1.0,0.0,0.0,1.0,80.39,64.3999298265503,3.2015159310664942,340.5950744935719
A-4439,methoxycyclopentane,"InChI=1S/C6H12O/c1-7-6-4-2-3-5-6/h6H,2-5H2,1H3",SKTCDJAMAYNROS-UHFFFAOYSA-N,COC1CCCC1,-0.9037886387999999,0.0,1,G1,100.16100000000002,1.5754000000000001,29.264999999999983,7.0,1.0,0.0,1.0,1.0,42.0,0.0,1.0,1.0,1.0,9.23,44.67167567579024,2.1399633186493645,46.14170945007629
A-4440,"3,4-diaminobenzenesulfonic acid","InChI=1S/C6H8N2O3S/c7-5-2-1-4(3-6(5)8)12(9,10)11/h1-3H,7-8H2,(H,9,10,11)",FKSRSWQTEJTBMI-UHFFFAOYSA-N,Nc1ccc(cc1N)[S](O)(=O)=O,-1.1812163945,0.0,1,G1,188.208,0.09769999999999995,45.0814,12.0,4.0,3.0,6.0,1.0,66.0,1.0,0.0,0.0,1.0,106.41,69.73982052356301,3.327295999016508,399.25426679468546
A-4442,(E)-N-(pyridin-2-ylmethylidene)hydroxylamine,"InChI=1S/C6H6N2O/c9-8-5-6-3-1-2-4-7-6/h1-5,7H/b6-5+",VRGKDCRTYBCJTA-AATRIKPKSA-N,O=N\C=C/1NC=CC=C1,-1.0004518583,0.0,1,G1,122.12699999999997,1.2672999999999999,35.2937,9.0,3.0,1.0,3.0,1.0,46.0,0.0,0.0,1.0,1.0,41.46,52.73391551756911,2.650721189432891,191.23454122869498
A-4444,"3a,4,7,7a-tetrahydro-1H-isoindole-1,3(2H)-dione","InChI=1S/C8H9NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-2,5-6H,3-4H2,(H,9,10,11)",CIFFBTOJCKSRJY-UHFFFAOYSA-N,O=C1NC(=O)C2CC=CCC12,-1.0930914177,0.0,1,G1,151.16499999999996,0.22519999999999984,38.50370000000001,11.0,2.0,1.0,3.0,0.0,58.0,0.0,1.0,2.0,2.0,46.17,64.46548687305865,2.275089056121243,220.47661314834707
A-4445,"3,5,5-trimethylcyclohex-2-en-1-one","InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",HJOVHMDZYOCNQW-UHFFFAOYSA-N,CC1=CC(=O)CC(C)(C)C1,-1.0613582209,0.04109337810000008,2,G3,138.20999999999998,2.3218000000000005,41.77900000000002,10.0,1.0,0.0,1.0,0.0,56.0,0.0,0.0,1.0,1.0,17.07,62.1248758573327,2.798154170206286,186.90494715593388
A-4446,3-methylaniline,"InChI=1S/C7H9N/c1-6-3-2-4-7(8)5-6/h2-5H,8H2,1H3",JJYPMNFTHPTTDI-UHFFFAOYSA-N,Cc1cccc(N)c1,-0.9508352475,0.08861364603121251,4,G5,107.156,1.5772199999999998,35.59139999999999,8.0,1.0,1.0,1.0,0.0,42.0,1.0,0.0,0.0,1.0,26.02,49.13623593090629,3.077660437970554,164.24662946459569
A-4449,"1-{bis[4-(diethylamino)phenyl]methyl}naphthalene-2,7-disulfonic acid","InChI=1S/C31H36N2O6S2/c1-5-32(6-2)25-15-9-23(10-16-25)30(24-11-17-26(18-12-24)33(7-3)8-4)31-28-21-27(40(34,35)36)19-13-22(28)14-20-29(31)41(37,38)39/h9-21,30H,5-8H2,1-4H3,(H,34,35,36)(H,37,38,39)",BCYNJKQQXIODNZ-UHFFFAOYSA-N,CCN(CC)c1ccc(cc1)C(c2ccc(cc2)N(CC)CC)c3c4cc(ccc4ccc3[S](O)(=O)=O)[S](O)(=O)=O,-0.6984761494,0.0,1,G1,596.7710000000004,6.205800000000007,164.52819999999963,41.0,6.0,2.0,10.0,11.0,218.0,4.0,0.0,0.0,4.0,115.22,242.28867445341774,2.0674194697063473,1667.6756728306698
A-4450,2-methylbutan-2-ol,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O,0.1266596907,0.027049225418645306,4,G5,88.14999999999998,1.1673,26.58879999999999,6.0,1.0,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,20.23,38.99325323761199,3.168489872670569,33.69332843436965
A-4451,rhodium(3+) ion trinitrate,InChI=1S/3NO3.Rh/c3*2-1(3)4;/q3*-1;+3,VXNYVYJABGOSBX-UHFFFAOYSA-N,[Rh+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.6074112618999999,0.0,1,G1,288.918,-0.7198000000000002,31.084200000000006,13.0,9.0,0.0,13.0,0.0,78.0,0.0,0.0,0.0,0.0,198.6,81.47304318557761,-4.4999999833333336e-08,112.40947885963234
A-4453,thiourea,"InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)",UMGDCJDMYOKAJW-UHFFFAOYSA-N,NC(N)=S,0.18851626600000002,0.10225145429184465,6,G5,76.124,-0.8113000000000001,20.972800000000007,4.0,1.0,2.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,52.04,29.77781266905986,2.8030394876740514,29.019550008653873
A-4456,"5-(benzoylamino)-3-[[5-[[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]methyl]-1-sulpho-2-naphthyl]azo]-4-hydroxynaphthalene-2,7-disulphonic acid, lithium sodium salt","InChI=1S/C32H21ClF2N6O11S3.Li.2Na/c33-25-29(34)38-32(35)39-30(25)36-14-16-7-4-8-20-19(16)9-10-21(28(20)55(50,51)52)40-41-26-23(54(47,48)49)12-17-11-18(53(44,45)46)13-22(24(17)27(26)42)37-31(43)15-5-2-1-3-6-15;;;/h1-13,40H,14H2,(H,37,43)(H,36,38,39)(H,44,45,46)(H,47,48,49)(H,50,51,52);;;/q;3*+1/p-3/b41-26+;;;",XBPKXTOUESGOQS-JVNZOHJBSA-K,[Li+].[Na+].[Na+].[O-][S](=O)(=O)c1cc(NC(=O)c2ccccc2)c3C(=O)C(=N/Nc4ccc5c(CNc6nc(F)nc(F)c6Cl)cccc5c4[S]([O-])(=O)=O)/C(=Cc3c1)[S]([O-])(=O)=O,-0.8900865081,0.0,1,G1,885.0980000000002,-5.203500000000006,188.05869999999985,58.0,16.0,3.0,26.0,10.0,284.0,5.0,0.0,1.0,6.0,279.9699999999999,388.70056382320234,2.9999962979075523e-06,2897.9917927878805
A-4458,"benzene-1,3-diol","InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,1.0034883278,0.13243459369324367,4,G5,110.11199999999998,1.0977999999999999,29.771599999999992,8.0,2.0,2.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,40.46,47.01987062388899,3.077660437970554,166.38833891467198
A-4459,1-hexadecylpyridinium chloride,"InChI=1S/C21H38N.ClH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-22-20-17-15-18-21-22;/h15,17-18,20-21H,2-14,16,19H2,1H3;1H/q+1;/p-1",YMKDRGPMQRFJGP-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1,-0.4861495515,0.0,1,G1,339.99499999999995,3.4594000000000005,96.94900000000008,23.0,0.0,0.0,2.0,15.0,134.0,1.0,0.0,0.0,1.0,3.88,150.85318966993395,4.839993004010474e-06,325.8732712636312
A-4461,"2-[(allyloxy)methyl]-2-methylbutane-1,1-diol","InChI=1S/C9H18O3/c1-3-5-12-8-9(4-2,6-10)7-11/h3,10-11H,1,4-8H2,2H3",LZDXRPVSAKWYDH-UHFFFAOYSA-N,CCC(CO)(CO)COCC=C,-0.1997551773,0.0,1,G1,174.23999999999995,0.57,47.91160000000003,12.0,3.0,2.0,3.0,7.0,72.0,0.0,0.0,0.0,0.0,49.69,73.67119764471705,3.835346308033596,110.67739285527475
A-4462,2-hydroxy-4-(methylsulfanyl)butanenitrile,"InChI=1S/C5H9NOS/c1-8-3-2-5(7)4-6/h5,7H,2-3H2,1H3",VWWOJJANXYSACS-UHFFFAOYSA-N,CSCCC(O)C#N,-0.07654114990000001,0.0,1,G1,131.2,0.62398,34.6188,8.0,3.0,1.0,3.0,3.0,46.0,0.0,0.0,0.0,0.0,44.019999999999996,53.508942944445955,3.0162578211176863,88.919684538544
A-4463,3-methylbut-2-enal,"InChI=1S/C5H8O/c1-5(2)3-4-6/h3-4H,1-2H3",SEPQTYODOKLVSB-UHFFFAOYSA-N,CC(C)=CC=O,0.1165037469,0.0,1,G1,84.118,1.1515,25.49499999999999,6.0,1.0,0.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,17.07,37.67093855327549,3.405032612931118,68.00763013991067
A-4464,lithium(1+) ion hydroxide,InChI=1S/Li.H2O/h;1H2/q+1;/p-1,WMFOQBRAJBCJND-UHFFFAOYSA-M,[Li+].[OH-],0.6621234357,0.18434783950307432,3,G5,23.948,-3.1728,1.9358,2.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,30.0,25.14679671425051,0.0,2.0
A-4465,"3,5-dimethylhex-1-yn-3-ol","InChI=1S/C8H14O/c1-5-8(4,9)6-7(2)3/h1,7,9H,6H2,2-4H3",NECRQCBKTGZNMH-UHFFFAOYSA-N,CC(C)CC(C)(O)C#C,-1.0365979243,0.0,1,G1,126.19899999999997,1.4166999999999998,38.9118,9.0,1.0,1.0,1.0,2.0,52.0,0.0,0.0,0.0,0.0,20.23,57.08730497266109,3.7597162383419147,117.01955000865387
A-4466,cyclohex-3-ene-1-carbaldehyde,"InChI=1S/C7H10O/c8-6-7-4-2-1-3-5-7/h1-2,6-7H,3-5H2",DCFDVJPDXYGCOK-UHFFFAOYSA-N,O=CC1CCC=CC1,-0.9775501681000001,0.0,1,G1,110.15599999999999,1.5415999999999999,32.54499999999999,8.0,1.0,0.0,1.0,1.0,44.0,0.0,0.0,1.0,1.0,17.07,49.39499162853947,2.3714157955008357,104.9544533632097
A-4468,"1,3-diazinane-2,4,6-trione","InChI=1S/C4H4N2O3/c7-2-1-3(8)6-4(9)5-2/h1H2,(H2,5,6,7,8,9)",HNYOPLTXPVRDBG-UHFFFAOYSA-N,O=C1CC(=O)NC(=O)N1,-1.0486616392,0.11745647979999996,2,G3,128.087,-1.2575,26.2984,9.0,3.0,2.0,5.0,0.0,48.0,0.0,1.0,1.0,1.0,75.27,50.41253688483752,2.636629855902423,140.967556752381
A-4470,6-chlorohexan-1-ol,"InChI=1S/C6H13ClO/c7-5-3-1-2-4-6-8/h8H,1-6H2",JNTPTNNCGDAGEJ-UHFFFAOYSA-N,OCCCCCCCl,-1.0824421952,0.0,1,G1,136.622,1.7779,36.2738,8.0,1.0,1.0,2.0,5.0,50.0,0.0,0.0,0.0,0.0,20.23,55.661461578890275,2.53006045688352,33.50977500432694
A-4471,suberonitrile,InChI=1S/C8H12N2/c9-7-5-3-1-2-4-6-8-10/h1-6H2,BTNXBLUGMAMSSH-UHFFFAOYSA-N,N#CCCCCCCC#N,-1.0810922867000001,0.0,1,G1,136.198,2.3741600000000007,38.928000000000004,10.0,2.0,0.0,2.0,5.0,54.0,0.0,0.0,0.0,0.0,47.58,62.079005191543246,2.8030823921911323,120.31703099214299
A-4472,2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid,"InChI=1S/C13H15N3O3/c1-7(2)13(3)12(19)15-10(16-13)9-8(11(17)18)5-4-6-14-9/h4-7H,1-3H3,(H,17,18)(H,15,16,19)",CLQMBPJKHLGMQK-UHFFFAOYSA-N,CC(C)C1(C)N=C(NC1=O)c2ncccc2C(O)=O,-1.3640293861000001,0.0,1,G1,261.281,1.0709,69.11900000000003,19.0,4.0,2.0,6.0,3.0,100.0,1.0,0.0,1.0,2.0,91.65,110.12721948383883,2.5065401176242754,580.2511033660265
A-4474,pent-2-enenitrile,"InChI=1S/C5H7N/c1-2-3-4-5-6/h3-4H,2H2,1H3/b4-3-",ISBHMJZRKAFTGE-ARJAWSKDSA-N,CC\C=C/C#N,-0.8598992117,0.0,1,G1,81.11800000000001,1.47618,25.04399999999999,6.0,1.0,0.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,23.79,37.90199613470044,3.0160614900204052,76.42945954287094
A-4477,"2-phenyl-4,5-dihydro-1H-imidazole","InChI=1S/C9H10N2/c1-2-4-8(5-3-1)9-10-6-7-11-9/h1-5H,6-7H2,(H,10,11)/p+1",BKCCAYLNRIRKDJ-UHFFFAOYSA-O,C1C[NH+]=C(N1)c2ccccc2,-1.1265180752,0.0,1,G1,147.201,-0.8829999999999987,44.38340000000002,11.0,1.0,2.0,2.0,1.0,56.0,1.0,0.0,1.0,2.0,26.0,65.96558297862572,2.29241189428233,264.15103906059477
A-4478,"tricyclo[2.2.2.2~1,4~]decane-2,5-diyldimethanol","InChI=1S/C12H20O2/c13-5-7-1-2-10-11-4-8(12(7)10)3-9(11)6-14/h7-14H,1-6H2",OTLDLKLSNZMTTA-UHFFFAOYSA-N,OCC1CCC2C3CC(CC3CO)C12,-1.2515054899,0.0,1,G1,196.29,1.2693999999999999,53.57960000000004,14.0,2.0,2.0,2.0,2.0,80.0,0.0,3.0,3.0,3.0,40.46,85.32458832999657,1.795609844790116,226.3616189347681
A-4479,hydroxy(phenyl)acetic acid,"InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m1/s1",IWYDHOAUDWTVEP-SSDOTTSWSA-N,O[C@@H](C(O)=O)c1ccccc1,-0.14166676220000002,0.0,1,G1,152.149,0.8046,39.03760000000002,11.0,2.0,2.0,3.0,2.0,58.0,1.0,0.0,0.0,1.0,57.53,63.91127695272596,2.851177890164404,242.77390023702043
A-4480,Alpha-Methylglucoside,"InChI=1S/C7H14O6/c1-12-7-6(11)5(10)4(9)3(2-8)13-7/h3-11H,2H2,1H3",HOVAGTYPODGVJG-UHFFFAOYSA-N,COC1OC(CO)C(O)C(O)C1O,0.7452125491,0.22310627455,2,G3,194.18300000000002,-2.5673,40.77620000000001,13.0,6.0,4.0,6.0,2.0,78.0,0.0,1.0,1.0,1.0,99.38000000000001,75.32709802847776,2.659390479692273,143.0617569290273
A-4483,"but-2-yne-1,4-diol; 2-(chloromethyl)oxirane","InChI=1S/C4H6O2.C3H5ClO/c5-3-1-2-4-6;4-1-3-2-5-3/h5-6H,3-4H2;3H,1-2H2",NHNWEVUXQTXHJI-UHFFFAOYSA-N,OCC#CCO.ClCC1CO1,0.7778715429,1.19316839715,2,G2,178.61499999999998,-0.4016000000000002,42.40760000000002,11.0,3.0,2.0,4.0,1.0,64.0,0.0,1.0,1.0,1.0,52.99,70.93340806684903,1.833333306444445e-07,126.35644994446473
A-4484,3-methyloxolane,"InChI=1S/C5H10O/c1-5-2-3-6-4-5/h5H,2-4H2,1H3",LJPCNSSTRWGCMZ-UHFFFAOYSA-N,CC1CCOC1,0.0901312493,0.0,1,G1,86.134,1.0428,24.59999999999999,6.0,1.0,0.0,1.0,0.0,36.0,0.0,1.0,1.0,1.0,9.23,38.30673356139363,2.184105569636068,37.20310343869659
A-4485,chromium(3+) ion trinitrate,InChI=1S/Cr.3NO3/c;3*2-1(3)4/q+3;3*-1,PHFQLYPOURZARY-UHFFFAOYSA-N,[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.6456305496,0.0,1,G1,238.00799999999998,-0.7198000000000002,31.084200000000006,13.0,9.0,0.0,13.0,0.0,75.0,0.0,0.0,0.0,0.0,198.6,79.46322813499947,-4.4999999833333336e-08,112.40947885963234
A-4486,1-ethenylsulfanylethanol,"InChI=1S/C4H8OS/c1-3-6-4(2)5/h3-5H,1H2,2H3",XBSXOHLQFBHTPM-UHFFFAOYSA-N,CC(O)SC=C,0.0054931194,0.0,1,G1,104.17399999999999,1.2013999999999998,29.468799999999987,6.0,2.0,1.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,20.23,42.06181811639637,2.8141442217770303,42.81274391313339
A-4487,"disodium 4-amino-3-[(E)-2-{4-[(E)-2-(2,4-diaminophenyl)diazen-1-yl]phenyl}diazen-1-yl]-5-hydroxy-6-[(E)-2-phenyldiazen-1-yl]naphthalene-2,7-disulfonate","InChI=1S/C28H23N9O7S2.2Na/c29-16-6-11-21(20(30)14-16)35-32-18-7-9-19(10-8-18)34-36-26-22(45(39,40)41)12-15-13-23(46(42,43)44)27(28(38)24(15)25(26)31)37-33-17-4-2-1-3-5-17;;/h1-14,33H,29-31H2,(H,39,40,41)(H,42,43,44);;/q;2*+1/p-2/b35-32?,36-34?,37-27+;;",YMIBJBNQAFRCFJ-DCWIDPHOSA-L,[Na+].[Na+].Nc1ccc(N=Nc2ccc(cc2)N=Nc3c(N)c4C(=O)C(=N/Nc5ccccc5)/C(=Cc4cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(N)c1,-0.827397585,0.0,1,G1,705.6460000000003,-1.273399999999995,168.38279999999992,48.0,16.0,4.0,20.0,8.0,234.0,4.0,0.0,1.0,5.0,283.35999999999996,317.9411618448302,3.1249955344077602e-06,2229.5438574218697
